ban1_1,ban1_2,ban1_3,ban1_4,ban1_5,ban2_1,ban2_2,ban2_3,ban2_4,ban2_5,date,enemy,patch,pick1_ad,pick1_jungle,pick1_mid,pick1_support,pick1_top,pick2_ad,pick2_jungle,pick2_mid,pick2_support,pick2_top,player_ad,player_jungle,player_mid,player_support,player_top,result,side,tournament,tournament_type
Lucian,Caitlyn,Yuumi,Elise,Vi,Ashe,Varus,Galio,Sivir,Ezreal,2023-01-28,Dplus KIA,13.1,Draven,Sejuani,Kassadin,Kalista,Jayce,Zeri,Graves,Ryze,Lulu,Ornn,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2023 Spring,Domestic
Maokai,Ryze,Varus,Kassadin,Taliyah,Ashe,Elise,Caitlyn,Jayce,Gnar,2023-01-28,Dplus KIA,13.1,Lucian,Vi,Azir,Nami,Jax,Zeri,Sejuani,Akali,Yuumi,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2023 Spring,Domestic
Maokai,Ryze,Varus,Kassadin,K'Sante,Ashe,Elise,Caitlyn,Renekton,Jayce,2023-01-28,Dplus KIA,13.1,Lucian,Wukong,Azir,Nami,Yone,Zeri,Sejuani,Taliyah,Yuumi,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2023 Spring,Domestic
Wukong,Lucian,K'Sante,Jax,Ziggs,Vi,Elise,Ryze,Sylas,Kassadin,2023-01-26,Kwangdong Freecs,13.1,Varus,Sejuani,Azir,Caitlyn,Jayce,Zeri,Maokai,Akali,Yuumi,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2023 Spring,Domestic
Maokai,Ryze,Varus,Jax,K'Sante,Vi,Azir,Jayce,Renekton,Karma,2023-01-26,Kwangdong Freecs,13.1,Caitlyn,Elise,Sett,Ashe,Kennen,Lucian,Sejuani,Viktor,Nami,Fiora,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2023 Spring,Domestic
Maokai,Yuumi,Lulu,Ezreal,Sivir,Caitlyn,Lissandra,Lucian,Syndra,Azir,2023-01-20,KT Rolster,13.1,Varus,Sejuani,Kassadin,Ashe,Renekton,Zeri,Wukong,Ryze,Heimerdinger,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2023 Spring,Domestic
Maokai,Ryze,Lulu,Kassadin,Jax,Caitlyn,Lissandra,LeBlanc,Azir,Syndra,2023-01-20,KT Rolster,13.1,Sivir,Vi,Orianna,Yuumi,K'Sante,Lucian,Wukong,Karma,Nami,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2023 Spring,Domestic
Maokai,Sejuani,Ryze,Kassadin,K'Sante,Caitlyn,Lissandra,LeBlanc,Jayce,Azir,2023-01-20,KT Rolster,13.1,Sivir,Vi,Galio,Yuumi,Gnar,Zeri,Wukong,Syndra,Lulu,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2023 Spring,Domestic
Maokai,Elise,Ryze,Kassadin,K'Sante,Caitlyn,Yuumi,Varus,Azir,LeBlanc,2023-01-18,Gen.G,13.1,Lucian,Wukong,Lissandra,Nami,Fiora,Zeri,Vi,Ahri,Lulu,Jayce,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2023 Spring,Domestic
Maokai,Ryze,Ashe,Wukong,Kassadin,Caitlyn,Yuumi,Varus,Fiora,Jayce,2023-01-18,Gen.G,13.1,Lucian,Vi,Azir,Nami,Gnar,Zeri,Elise,Taliyah,Lulu,K'Sante,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2023 Spring,Domestic
Akali,Heimerdinger,Renata Glasc,Sejuani,Kindred,Yuumi,Lucian,Lux,Yone,Lee Sin,2022-11-06,DRX,12.18,Varus,Viego,Viktor,Karma,Gwen,Caitlyn,Hecarim,Azir,Bard,Aatrox,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,Worlds 2022 Main Event,International
Caitlyn,Yuumi,Heimerdinger,Kindred,Viego,Lucian,Ashe,Ryze,Viktor,Yone,2022-11-06,DRX,12.18,Kalista,Sejuani,Akali,Soraka,Fiora,Varus,Maokai,Azir,Renata Glasc,Aatrox,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,Worlds 2022 Main Event,International
Akali,Sejuani,Ashe,Aatrox,Kindred,Yuumi,Lucian,Caitlyn,Yone,Lee Sin,2022-11-06,DRX,12.18,Varus,Graves,Azir,Karma,Gragas,Kalista,Viego,Sylas,Renata Glasc,Ornn,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,Worlds 2022 Main Event,International
Yuumi,Caitlyn,Sejuani,Akali,Kindred,Lucian,Ryze,Renata Glasc,Nocturne,Azir,2022-11-06,DRX,12.18,Ashe,Graves,Viktor,Lux,Aatrox,Varus,Viego,Sylas,Heimerdinger,Camille,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,Worlds 2022 Main Event,International
Akali,Sejuani,Ashe,Rell,Ezreal,Yuumi,Lucian,Caitlyn,Ryze,Graves,2022-11-06,DRX,12.18,Varus,Lee Sin,Azir,Renata Glasc,Yone,Sivir,Viego,Sylas,Heimerdinger,Aatrox,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,Worlds 2022 Main Event,International
Yuumi,Aatrox,Graves,Taliyah,Ashe,Caitlyn,Ryze,Lucian,Tahm Kench,Fiora,2022-10-30,JD Gaming,12.18,Varus,Viego,Azir,Renata Glasc,Gragas,Jhin,Bel'Veth,Sylas,Karma,Sejuani,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Worlds 2022 Main Event,International
Yuumi,Aatrox,Graves,Taliyah,Galio,Caitlyn,Yone,Sejuani,Lee Sin,Jayce,2022-10-29,JD Gaming,12.18,Lucian,Nocturne,Ryze,Nami,Gangplank,Aphelios,Viego,Azir,Lulu,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Worlds 2022 Main Event,International
Sejuani,Viego,Aatrox,Vi,Renekton,Caitlyn,Yuumi,Graves,Lee Sin,Fiora,2022-10-29,JD Gaming,12.18,Lucian,Poppy,Ryze,Nami,Yone,Aphelios,Bel'Veth,Sylas,Lulu,Malphite,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,Worlds 2022 Main Event,International
Sejuani,Sylas,Aatrox,Ornn,Renekton,Caitlyn,Yuumi,Graves,Viktor,Akali,2022-10-29,JD Gaming,12.18,Lucian,Vi,Galio,Nami,Camille,Aphelios,Viego,Taliyah,Lulu,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,Worlds 2022 Main Event,International
Yuumi,Lissandra,Fiora,Kai'Sa,Lucian,Caitlyn,Graves,Camille,Renata Glasc,Thresh,2022-10-21,Royal Never Give Up,12.18,Varus,Sejuani,Akali,Tahm Kench,Yone,Aphelios,Vi,Sylas,Soraka,Aatrox,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Worlds 2022 Main Event,International
Lissandra,Aatrox,Yuumi,Aphelios,Tristana,Caitlyn,Graves,LeBlanc,Lucian,Heimerdinger,2022-10-21,Royal Never Give Up,12.18,Xayah,Viego,Akali,Renata Glasc,Jayce,Kai'Sa,Sejuani,Sylas,Nautilus,Fiora,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Worlds 2022 Main Event,International
Lissandra,Fiora,Jax,Galio,Taliyah,Yuumi,Caitlyn,Aatrox,Sylas,LeBlanc,2022-10-21,Royal Never Give Up,12.18,Ashe,Graves,Viktor,Heimerdinger,Camille,Aphelios,Viego,Akali,Nautilus,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,Worlds 2022 Main Event,International
Yuumi,Caitlyn,Fiora,Akali,Viego,Azir,Aatrox,Poppy,Renata Glasc,Pyke,2022-10-13,EDward Gaming,12.18,Kalista,Sejuani,Viktor,Soraka,Gangplank,Aphelios,Graves,Lissandra,Thresh,Maokai,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Worlds 2022 Main Event,International
Viktor,Azir,Renata Glasc,Alistar,Draven,Yuumi,Caitlyn,Aatrox,Renekton,LeBlanc,2022-10-13,Cloud9,12.18,Lucian,Sejuani,Sylas,Nami,Jayce,Kai'Sa,Bel'Veth,Akali,Heimerdinger,Fiora,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,Worlds 2022 Main Event,International
Azir,Viktor,Renata Glasc,LeBlanc,Renekton,Caitlyn,Aatrox,Fiora,Jax,Camille,2022-10-13,Fnatic,12.18,Sivir,Sejuani,Sylas,Yuumi,Yone,Lucian,Poppy,Akali,Nami,Maokai,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,Worlds 2022 Main Event,International
Yuumi,Sejuani,Maokai,Renata Glasc,Tahm Kench,Caitlyn,Fiora,Graves,Thresh,Nautilus,2022-10-10,Cloud9,12.18,Kai'Sa,Viego,Lissandra,Alistar,Aatrox,Tristana,Poppy,Azir,Leona,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,Worlds 2022 Main Event,International
Maokai,Sejuani,Yuumi,Pyke,Kalista,Caitlyn,Fiora,LeBlanc,Trundle,Hecarim,2022-10-08,Fnatic,12.18,Aphelios,Viego,Akali,Thresh,Jax,Lucian,Poppy,Azir,Nami,Aatrox,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,Worlds 2022 Main Event,International
LeBlanc,Maokai,Graves,Renekton,Jarvan IV,Caitlyn,Sejuani,Aatrox,Kennen,Poppy,2022-10-08,EDward Gaming,12.18,Sivir,Lee Sin,Akali,Yuumi,Fiora,Kalista,Vi,Azir,Renata Glasc,Ornn,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,Worlds 2022 Main Event,International
Poppy,Kalista,Sejuani,Wukong,Skarner,Nautilus,Draven,Camille,Amumu,Ornn,2022-08-28,Gen.G,12.14,Sivir,Vi,Ahri,Lulu,Mordekaiser,Zeri,Xin Zhao,Azir,Yuumi,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2022 Summer Playoffs,Domestic
Poppy,Lucian,Azir,Vi,Wukong,Nautilus,Kalista,Sivir,Ahri,Trundle,2022-08-28,Gen.G,12.14,Zeri,Morgana,Renekton,Yuumi,Gnar,Nilah,Sejuani,Sylas,Singed,Aatrox,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2022 Summer Playoffs,Domestic
Poppy,Lucian,Yuumi,Morgana,Renekton,Nautilus,Kalista,Draven,Camille,Karma,2022-08-28,Gen.G,12.14,Sivir,Wukong,Ahri,Amumu,Ornn,Zeri,Sejuani,Azir,Lulu,Aatrox,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2022 Summer Playoffs,Domestic
Renata Glasc,Lucian,Kalista,Nautilus,Yone,Ahri,Sivir,Renekton,Sylas,Sejuani,2022-08-21,DWG KIA,12.14,Zeri,Wukong,Galio,Yuumi,Gnar,Heimerdinger,Poppy,Yasuo,Senna,Azir,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Summer Playoffs,Domestic
Renata Glasc,Lucian,Kalista,Xayah,Gwen,Ahri,Sivir,Renekton,Nautilus,Pyke,2022-08-21,DWG KIA,12.14,Nilah,Vi,Azir,Sejuani,Camille,Zeri,Wukong,Sylas,Yuumi,Yone,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2022 Summer Playoffs,Domestic
Lucian,Sivir,Renata Glasc,Taliyah,Trundle,Gwen,Ahri,Nautilus,Sylas,Azir,2022-08-21,DWG KIA,12.14,Kalista,Wukong,Lissandra,Amumu,Aatrox,Draven,Morgana,Swain,Braum,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2022 Summer Playoffs,Domestic
Renata Glasc,Sivir,Lucian,Taliyah,Trundle,Ahri,Gwen,Nautilus,Azir,Aatrox,2022-08-21,DWG KIA,12.14,Kalista,Wukong,Sylas,Amumu,Gnar,Draven,Poppy,LeBlanc,Braum,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Summer Playoffs,Domestic
Lucian,Renata Glasc,Kalista,Alistar,Nilah,Ahri,Galio,Nautilus,Gwen,Vi,2022-08-21,DWG KIA,12.14,Sivir,Trundle,Azir,Yuumi,Ornn,Yasuo,Wukong,Taliyah,Senna,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Summer Playoffs,Domestic
Sivir,Poppy,Kalista,Leona,Gwen,Renata Glasc,Yuumi,Wukong,Lee Sin,Viego,2022-08-13,DWG KIA,12.14,Draven,Xin Zhao,Ahri,Nautilus,Gragas,Zeri,Vi,Sylas,Braum,Ornn,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Summer,Domestic
Renata Glasc,Sylas,Amumu,Poppy,Gragas,Sivir,Gwen,Yone,Kalista,Draven,2022-08-13,DWG KIA,12.14,Samira,Wukong,Ahri,Nautilus,Ornn,Zeri,Xin Zhao,Azir,Yuumi,Sejuani,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Summer,Domestic
Poppy,Sivir,Zeri,Sylas,Ornn,Draven,Kalista,Lucian,Yuumi,Karma,2022-08-10,Liiv SANDBOX,12.14,Jinx,Wukong,Swain,Blitzcrank,Sejuani,Aphelios,Trundle,Azir,Tahm Kench,Gragas,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2022 Summer,Domestic
Poppy,Kalista,Yuumi,Ornn,Leona,Draven,Lucian,Gwen,Renekton,Xin Zhao,2022-08-10,Liiv SANDBOX,12.14,Zeri,Pantheon,Azir,Lulu,Sejuani,Sivir,Vi,Ahri,Nautilus,Gragas,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2022 Summer,Domestic
Poppy,Taliyah,Sylas,Gwen,Blitzcrank,Wukong,Zeri,Sivir,Trundle,Nocturne,2022-08-07,Nongshim RedForce,12.13,Draven,Viego,Azir,Renata Glasc,Zac,Kalista,Vi,Ahri,Ashe,Ornn,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Summer,Domestic
Taliyah,Poppy,Yuumi,Gnar,Leona,Draven,Kalista,Wukong,Lulu,Rakan,2022-08-07,Nongshim RedForce,12.13,Zeri,Lee Sin,Azir,Zilean,Renekton,Sivir,Vi,Sylas,Renata Glasc,Ornn,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2022 Summer,Domestic
Taliyah,Yuumi,Poppy,Gwen,Akali,Draven,Kalista,Lee Sin,Tahm Kench,Sylas,2022-08-07,Nongshim RedForce,12.13,Sivir,Vi,Azir,Rakan,Camille,Aphelios,Wukong,Seraphine,Alistar,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Summer,Domestic
Yuumi,Lucian,Kalista,Leona,Rakan,Draven,Wukong,Galio,Poppy,Gwen,2022-08-04,Hanwha Life Esports,12.13,Zeri,Lee Sin,Taliyah,Lulu,Sejuani,Sivir,Viego,Sylas,Nautilus,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Summer,Domestic
Poppy,Kalista,Lulu,Trundle,Rakan,Draven,Yuumi,Lucian,Gnar,Tryndamere,2022-08-04,Hanwha Life Esports,12.13,Zeri,Wukong,Galio,Leona,Akali,Sivir,Viego,Azir,Tahm Kench,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Summer,Domestic
Kalista,Skarner,Aphelios,Gwen,Sylas,Draven,Lee Sin,Yuumi,Taliyah,Ryze,2022-07-30,Gen.G,12.13,Lucian,Trundle,Azir,Nami,Ornn,Zeri,Poppy,Ahri,Lulu,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2022 Summer,Domestic
Poppy,Kalista,Singed,Wukong,Vi,Draven,Lee Sin,Yuumi,Xin Zhao,Viego,2022-07-30,Gen.G,12.13,Aphelios,Nocturne,Twisted Fate,Lulu,Gwen,Lucian,Skarner,Sylas,Nami,Akali,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2022 Summer,Domestic
Sylas,Kalista,Lucian,Skarner,Wukong,Draven,Taliyah,Sivir,Gangplank,Lee Sin,2022-07-27,KT Rolster,12.13,Zeri,Nocturne,Orianna,Yuumi,Ornn,Twitch,Poppy,Ryze,Lulu,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Summer,Domestic
Sylas,Kalista,Taliyah,Gangplank,Renekton,Draven,Lee Sin,Sivir,Lucian,Lulu,2022-07-27,KT Rolster,12.13,Aphelios,Poppy,Galio,Thresh,Gnar,Zeri,Skarner,Ryze,Yuumi,Sion,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2022 Summer,Domestic
Sylas,Lucian,Kalista,Sejuani,Wukong,Draven,Taliyah,Lee Sin,Ryze,Viego,2022-07-27,KT Rolster,12.13,Sivir,Poppy,Galio,Yuumi,Gnar,Zeri,Skarner,Azir,Lulu,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Summer,Domestic
Zeri,Kalista,Sylas,Senna,Renata Glasc,Lucian,Draven,Taliyah,Camille,Gwen,2022-07-23,Fredit BRION,12.12,Aphelios,Lee Sin,Galio,Nautilus,Gangplank,Xayah,Poppy,Ryze,Rakan,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Summer,Domestic
Ryze,Kalista,Taliyah,Gangplank,Tahm Kench,Zeri,Lucian,Draven,Lee Sin,Viego,2022-07-23,Fredit BRION,12.12,Aphelios,Nocturne,Sylas,Nautilus,Gnar,Jinx,Poppy,Corki,Rakan,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Summer,Domestic
Zeri,Sylas,Corki,Wukong,None,Lucian,Taliyah,Draven,Gangplank,Lee Sin,2022-07-23,Fredit BRION,12.12,Aphelios,Xin Zhao,Azir,Tahm Kench,Gwen,Kalista,Poppy,Ryze,Amumu,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2022 Summer,Domestic
Seraphine,Amumu,Gnar,Nocturne,Gangplank,Zeri,Corki,Pyke,Poppy,Ornn,2022-07-21,Kwangdong Freecs,12.12,Draven,Lee Sin,Taliyah,Ashe,Gragas,Kalista,Jarvan IV,Ahri,Renata Glasc,Sylas,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Summer,Domestic
Seraphine,Amumu,Gnar,Nocturne,Trundle,Zeri,Corki,Pyke,Poppy,Gwen,2022-07-21,Kwangdong Freecs,12.12,Draven,Lee Sin,Taliyah,Ashe,Ornn,Kalista,Jarvan IV,Ahri,Renata Glasc,Gangplank,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Summer,Domestic
Seraphine,Sylas,Poppy,Gangplank,Trundle,Zeri,Corki,Pyke,Lee Sin,Renata Glasc,2022-07-21,Kwangdong Freecs,12.12,Draven,Xin Zhao,Lissandra,Nautilus,Gnar,Kalista,Viego,Taliyah,Amumu,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2022 Summer,Domestic
Zeri,Corki,Lucian,Poppy,Swain,Renata Glasc,Sylas,Senna,Ezreal,Kalista,2022-07-16,DRX,12.12,Draven,Lee Sin,Azir,Pyke,Gangplank,Aphelios,Vi,Akali,Nautilus,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Summer,Domestic
Corki,Zeri,Amumu,Diana,Ahri,Renata Glasc,Sylas,Lucian,Pyke,Lee Sin,2022-07-16,DRX,12.12,Draven,Poppy,Seraphine,Blitzcrank,Gnar,Senna,Xin Zhao,Azir,Tahm Kench,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Summer,Domestic
Poppy,Swain,Amumu,Ezreal,Aphelios,Zeri,Lucian,Senna,Yone,Gangplank,2022-07-13,Hanwha Life Esports,12.12,Kalista,Xin Zhao,Corki,Renata Glasc,Gwen,Jinx,Lee Sin,Ahri,Tahm Kench,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Summer,Domestic
Amumu,Lucian,Zeri,Rakan,Kalista,Corki,Senna,Draven,Ezreal,Tahm Kench,2022-07-13,Hanwha Life Esports,12.12,Ashe,Viego,Seraphine,Pantheon,Gnar,Aphelios,Poppy,Azir,Pyke,Sylas,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2022 Summer,Domestic
Amumu,Gnar,Zeri,Sejuani,Viego,Corki,Senna,Draven,Aphelios,Kalista,2022-07-13,Hanwha Life Esports,12.12,Ezreal,Lee Sin,Seraphine,Karma,Gwen,Lucian,Xin Zhao,Azir,Nami,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Summer,Domestic
Corki,Amumu,Samira,Renata Glasc,Rakan,Lucian,Draven,Zeri,Gwen,Gangplank,2022-07-10,Fredit BRION,12.12,Senna,Diana,Yasuo,Lee Sin,Yone,Kalista,Wukong,Seraphine,Rell,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Summer,Domestic
Corki,Kalista,Poppy,Nautilus,Rell,Zeri,Seraphine,Draven,Azir,Lissandra,2022-07-10,Fredit BRION,12.12,Lucian,Xin Zhao,LeBlanc,Nami,Gnar,Samira,Wukong,Ahri,Amumu,Sejuani,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Summer,Domestic
Poppy,Zeri,Lucian,Gangplank,Sejuani,Kalista,Seraphine,Draven,Bard,Pyke,2022-07-08,Gen.G,12.12,Ezreal,Lee Sin,Lissandra,Yuumi,Gnar,Senna,Viego,Corki,Tahm Kench,Gragas,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Summer,Domestic
Sylas,Poppy,Yuumi,Sejuani,Ornn,Corki,Seraphine,Azir,Blitzcrank,Nautilus,2022-07-08,Gen.G,12.12,Draven,Viego,Lissandra,Pyke,Gnar,Ashe,Wukong,Akali,Renata Glasc,Gangplank,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Summer,Domestic
Zeri,Lucian,Corki,Ezreal,Ashe,Kalista,Seraphine,Nautilus,Draven,Senna,2022-07-08,Gen.G,12.12,Aphelios,Wukong,Swain,Renata Glasc,Gangplank,Jinx,Poppy,Azir,Tahm Kench,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2022 Summer,Domestic
Ornn,Wukong,Amumu,Sylas,Orianna,Lucian,Zeri,Corki,Gnar,Gangplank,2022-07-01,DRX,12.11,Senna,Viego,Swain,Seraphine,Fiora,Kalista,Poppy,Viktor,Renata Glasc,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Summer,Domestic
Ornn,Akali,Wukong,Olaf,Kayle,Lucian,Zeri,Gangplank,Poppy,Viego,2022-07-01,DRX,12.11,Senna,Lee Sin,Corki,Tahm Kench,Gwen,Kalista,Hecarim,Ahri,Amumu,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Summer,Domestic
Ahri,Senna,Kalista,Ezreal,Swain,Corki,Zeri,Lucian,Viego,Sylas,2022-06-29,Kwangdong Freecs,12.11,Jinx,Lee Sin,Lissandra,Tahm Kench,Gangplank,Ashe,Wukong,Ornn,Seraphine,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2022 Summer,Domestic
Ahri,Twisted Fate,Yuumi,Ornn,Akali,Corki,Lucian,Zeri,Amumu,Renata Glasc,2022-06-29,Kwangdong Freecs,12.11,Kalista,Wukong,Azir,Tahm Kench,Gwen,Senna,Viego,Swain,Seraphine,Gangplank,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2022 Summer,Domestic
Ahri,Twisted Fate,Nautilus,Akali,Gangplank,Corki,Zeri,Wukong,Lee Sin,Trundle,2022-06-29,Kwangdong Freecs,12.11,Lucian,Xin Zhao,Azir,Nami,Gwen,Senna,Viego,Ornn,Tahm Kench,Kayle,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Summer,Domestic
Lucian,Corki,Wukong,Poppy,Rakan,Gangplank,Tahm Kench,Zeri,Kai'Sa,Xayah,2022-06-25,DWG KIA,12.11,Kalista,Lee Sin,Galio,Nautilus,Camille,Ezreal,Nocturne,Twisted Fate,Bard,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Summer,Domestic
Lucian,Corki,Wukong,Poppy,Gwen,Gangplank,Tahm Kench,Zeri,Kai'Sa,Nautilus,2022-06-25,DWG KIA,12.11,Xayah,Lee Sin,Galio,Pyke,Camille,Ezreal,Trundle,Twisted Fate,Karma,Mordekaiser,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Summer,Domestic
Lucian,Zeri,Wukong,Gnar,Gwen,Corki,Gangplank,Gragas,Azir,Swain,2022-06-23,Liiv SANDBOX,12.11,Senna,Lee Sin,Lissandra,Tahm Kench,Jayce,Ezreal,Vi,Ahri,Renata Glasc,Fiora,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Summer,Domestic
Vi,Ahri,Akali,Gnar,Aphelios,Corki,Gangplank,Lucian,Trundle,LeBlanc,2022-06-23,Liiv SANDBOX,12.11,Zeri,Viego,Swain,Renata Glasc,Gragas,Kai'Sa,Wukong,Azir,Nautilus,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Summer,Domestic
Lucian,Taliyah,Gwen,Kalista,Ezreal,Renata Glasc,Senna,Gangplank,Tahm Kench,Jinx,2022-06-19,KT Rolster,12.10,Xayah,Viego,Corki,Braum,Gnar,Kai'Sa,Wukong,Ahri,Nautilus,Sejuani,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Summer,Domestic
Taliyah,Kayle,Sejuani,Nautilus,Ezreal,Gwen,Lucian,Senna,Renata Glasc,Jhin,2022-06-19,KT Rolster,12.10,Jinx,Viego,Corki,Tahm Kench,Gangplank,Kalista,Wukong,Ahri,Jarvan IV,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Summer,Domestic
Lucian,Taliyah,Gwen,Kayle,Gangplank,Renata Glasc,Viego,Senna,Nautilus,Neeko,2022-06-19,KT Rolster,12.10,Kalista,Diana,Kassadin,Camille,Gnar,Ezreal,Wukong,Azir,Tahm Kench,Sejuani,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2022 Summer,Domestic
Gwen,Lucian,Xayah,Kayle,Jayce,Wukong,Akali,Renata Glasc,Kalista,Pyke,2022-06-17,Nongshim RedForce,12.10,Ezreal,Viego,Azir,Bard,Gangplank,Senna,Taliyah,Corki,Tahm Kench,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Summer,Domestic
Azir,Taliyah,Tahm Kench,Kayle,Kennen,Gwen,Lucian,Renata Glasc,Ahri,Sylas,2022-06-17,Nongshim RedForce,12.10,Senna,Wukong,Akali,Yasuo,Gangplank,Xayah,Viego,Viktor,Alistar,Sejuani,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Summer,Domestic
