ban1_1,ban1_2,ban1_3,ban1_4,ban1_5,ban2_1,ban2_2,ban2_3,ban2_4,ban2_5,date,enemy,patch,pick1_ad,pick1_jungle,pick1_mid,pick1_support,pick1_top,pick2_ad,pick2_jungle,pick2_mid,pick2_support,pick2_top,player_ad,player_jungle,player_mid,player_support,player_top,result,side,tournament,tournament_type
Lucian,Viego,Nautilus,Ezreal,Kai'Sa,LeBlanc,Xayah,Gangplank,Tahm Kench,Caitlyn,2022-05-29,Royal Never Give Up,12.8,Jhin,Wukong,Ahri,Yuumi,Jayce,Tristana,Lee Sin,Lissandra,Rakan,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,MSI 2022,International
Galio,Viego,Nautilus,Rakan,Irelia,Lucian,Gwen,Gangplank,Ezreal,Senna,2022-05-29,Royal Never Give Up,12.8,Jinx,Wukong,LeBlanc,Tahm Kench,Gnar,Xayah,Lee Sin,Ahri,Leona,Camille,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,MSI 2022,International
Lucian,Galio,Jax,Tristana,Kai'Sa,LeBlanc,Xayah,Gangplank,Jayce,Kalista,2022-05-29,Royal Never Give Up,12.8,Aphelios,Wukong,Ahri,Nautilus,Kennen,Ezreal,Viego,Lissandra,Braum,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,MSI 2022,International
Galio,Jax,Nautilus,Aatrox,Rakan,Lucian,Gwen,LeBlanc,Ezreal,Senna,2022-05-29,Royal Never Give Up,12.8,Jinx,Wukong,Lissandra,Tahm Kench,Gangplank,Xayah,Viego,Ahri,Karma,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,MSI 2022,International
Ahri,Lucian,Wukong,Kai'Sa,Kalista,LeBlanc,Xayah,Renata Glasc,Ezreal,Senna,2022-05-29,Royal Never Give Up,12.8,Caitlyn,Nocturne,Azir,Morgana,Jayce,Tristana,Viego,Galio,Nautilus,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,MSI 2022,International
Lucian,Wukong,Ahri,Rakan,Nautilus,Gangplank,Gwen,LeBlanc,Yone,Kennen,2022-05-28,G2 Esports,12.8,Xayah,Lee Sin,Akali,Renata Glasc,Gnar,Miss Fortune,Nocturne,Zoe,Karma,Ornn,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,MSI 2022,International
Lucian,Wukong,Ornn,Renata Glasc,Kai'Sa,Nocturne,Gwen,Gangplank,Kalista,Gnar,2022-05-28,G2 Esports,12.8,Xayah,Lee Sin,LeBlanc,Nautilus,Yone,Aphelios,Viego,Ahri,Braum,Sion,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,MSI 2022,International
Yasuo,Ornn,Nocturne,Kai'Sa,Senna,Lucian,Wukong,Ahri,LeBlanc,Rakan,2022-05-28,G2 Esports,12.8,Xayah,Viego,Tristana,Renata Glasc,Gwen,Aphelios,Jarvan IV,Galio,Pyke,Gangplank,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,MSI 2022,International
Jax,Galio,Volibear,Ezreal,Kai'Sa,Lucian,Wukong,Graves,Vi,Nocturne,2022-05-24,Royal Never Give Up,12.8,Xayah,Lee Sin,Ahri,Nautilus,Gwen,Aphelios,Viego,Twisted Fate,Alistar,Gangplank,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,MSI 2022,International
Ahri,Lucian,Wukong,Ezreal,Senna,LeBlanc,Kalista,Zoe,Rakan,Alistar,2022-05-24,Saigon Buffalo,12.8,Xayah,Poppy,Twisted Fate,Renata Glasc,Gwen,Kai'Sa,Viego,Galio,Taric,Camille,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,MSI 2022,International
Lucian,Wukong,Ornn,Xayah,Tahm Kench,Caitlyn,Gwen,Lee Sin,Kalista,Vi,2022-05-23,G2 Esports,12.8,Aphelios,Viego,Ahri,Nautilus,Rumble,Jhin,Graves,LeBlanc,Rakan,Gangplank,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,MSI 2022,International
LeBlanc,Yasuo,Twisted Fate,Rakan,Ezreal,Lucian,Wukong,Ahri,Xayah,Tahm Kench,2022-05-23,Evil Geniuses.NA,12.8,Kalista,Lee Sin,Zoe,Taric,Gwen,Jinx,Nocturne,Galio,Nautilus,Gangplank,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,MSI 2022,International
LeBlanc,Vex,Ahri,Nocturne,Ornn,Lucian,Vi,Wukong,Renata Glasc,Nautilus,2022-05-22,PSG Talon,12.8,Kalista,Lee Sin,Twisted Fate,Gragas,Gangplank,Tristana,Viego,Galio,Rell,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,MSI 2022,International
Lucian,Wukong,Ahri,Lee Sin,Nocturne,Kalista,LeBlanc,Jax,Tahm Kench,Vladimir,2022-05-22,Evil Geniuses.NA,12.8,Senna,Graves,Sylas,Nautilus,Gangplank,Ezreal,Viego,Twisted Fate,Bard,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,MSI 2022,International
Lucian,Wukong,Nocturne,Viego,Lee Sin,LeBlanc,Graves,Kalista,Braum,Jax,2022-05-21,Royal Never Give Up,12.8,Ezreal,Xin Zhao,Zoe,Leona,Gwen,Kai'Sa,Volibear,Ahri,Nautilus,Camille,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,MSI 2022,International
Tristana,Galio,Volibear,Rakan,Gragas,Lucian,Wukong,Zoe,Jayce,Yuumi,2022-05-21,Saigon Buffalo,12.8,Ezreal,Vi,Ahri,Braum,Gwen,Kalista,Nocturne,Akali,Nautilus,Kennen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,MSI 2022,International
Vex,Wukong,Rakan,Nautilus,Leona,Lucian,Caitlyn,Twisted Fate,Jayce,Gangplank,2022-05-20,PSG Talon,12.8,Kalista,Graves,Zoe,Gragas,Irelia,Tristana,Viego,Ahri,Rell,Kennen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,MSI 2022,International
LeBlanc,Senna,Ahri,Gragas,Gangplank,Caitlyn,Wukong,Lucian,Tahm Kench,Aphelios,2022-05-20,G2 Esports,12.8,Tristana,Viego,Twisted Fate,Rell,Kennen,Kalista,Diana,Yasuo,Rakan,Ornn,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,MSI 2022,International
Tristana,Lucian,Ahri,Nautilus,Karma,Jayce,Caitlyn,LeBlanc,Senna,Ezreal,2022-05-15,Saigon Buffalo,12.8,Kalista,Wukong,Sylas,Rumble,Jax,Ashe,Viego,Twisted Fate,Braum,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,MSI 2022,International
Leona,Nautilus,Rakan,Alistar,Ezreal,Lucian,Karma,Caitlyn,Senna,Kalista,2022-05-15,Team Aze,12.8,Kai'Sa,Wukong,LeBlanc,Pyke,Gwen,Jhin,Lee Sin,Ahri,Renata Glasc,Gangplank,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,MSI 2022,International
Urgot,Lucian,Ahri,Nautilus,Tryndamere,Caitlyn,LeBlanc,Twisted Fate,Karma,Jayce,2022-05-15,DetonatioN FocusMe,12.8,Ezreal,Graves,Zoe,Bard,Gangplank,Aphelios,Wukong,Syndra,Rakan,Rumble,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,MSI 2022,International
Urgot,Nautilus,Renata Glasc,Xin Zhao,Poppy,Caitlyn,Twisted Fate,Lucian,Yuumi,Aphelios,2022-05-12,DetonatioN FocusMe,12.8,Jhin,Wukong,LeBlanc,Pyke,Jayce,Ezreal,Viego,Ahri,Karma,Sett,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,MSI 2022,International
Nautilus,Lucian,Leona,Jax,Gangplank,Karma,Caitlyn,Twisted Fate,Tristana,Draven,2022-05-11,Team Aze,12.8,Senna,Kindred,Ahri,Wukong,Gwen,Zeri,Diana,Vex,Alistar,Jayce,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,MSI 2022,International
Leona,Nautilus,Ahri,Rakan,Rell,Jayce,Caitlyn,LeBlanc,Viego,Lee Sin,2022-05-10,Saigon Buffalo,12.8,Lucian,Vi,Twisted Fate,Nami,Gwen,Tristana,Wukong,Sylas,Alistar,Kennen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,MSI 2022,International
Zeri,Twisted Fate,Hecarim,Malphite,Camille,Caitlyn,Jayce,Karma,Tryndamere,Nautilus,2022-04-02,Gen.G,12.5,Jinx,Viego,Ahri,Thresh,Kennen,Xayah,Lee Sin,Ryze,Yuumi,Akshan,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring Playoffs,Domestic
Hecarim,Ryze,Karma,Malphite,Rakan,Zeri,Caitlyn,Twisted Fate,Nautilus,Zilean,2022-04-02,Gen.G,12.5,Jinx,Viego,Ahri,Tahm Kench,Jayce,Xayah,Lee Sin,LeBlanc,Yuumi,Camille,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Spring Playoffs,Domestic
Zeri,Karma,Twisted Fate,Rakan,Renata Glasc,Jayce,Caitlyn,Hecarim,Renekton,Kennen,2022-04-02,Gen.G,12.5,Jinx,Diana,Ryze,Nautilus,Lucian,Xayah,Lee Sin,Ahri,Alistar,Akali,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2022 Spring Playoffs,Domestic
Zeri,Twisted Fate,Hecarim,Corki,Galio,Lee Sin,Jayce,Ahri,Viego,Tryndamere,2022-04-02,Gen.G,12.5,Caitlyn,Nocturne,Ryze,Lux,Camille,Ezreal,Volibear,Viktor,Karma,Ornn,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring Playoffs,Domestic
Zeri,Twisted Fate,Ryze,Xin Zhao,Nocturne,Caitlyn,Jayce,Tryndamere,Miss Fortune,Renekton,2022-03-26,Kwangdong Freecs,12.5,Jinx,Lee Sin,Vex,Nautilus,Kennen,Xayah,Volibear,LeBlanc,Rakan,Akali,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring Playoffs,Domestic
Zeri,Twisted Fate,Ryze,Malphite,Gragas,Caitlyn,Ahri,Corki,Xayah,Viego,2022-03-26,Kwangdong Freecs,12.5,Jinx,Nocturne,Vex,Nautilus,Jayce,Miss Fortune,Lee Sin,LeBlanc,Leona,Ornn,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring Playoffs,Domestic
Nautilus,Ryze,LeBlanc,Vex,Aphelios,Zeri,Caitlyn,Twisted Fate,Varus,Miss Fortune,2022-03-26,Kwangdong Freecs,12.5,Xayah,Lee Sin,Ahri,Tahm Kench,Jayce,Jinx,Xin Zhao,Viktor,Leona,Gragas,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Spring Playoffs,Domestic
Zeri,Hecarim,Jinx,Akali,Volibear,Twisted Fate,Lee Sin,Jayce,Jhin,Tryndamere,2022-03-20,DRX,12.5,Varus,Viego,Veigar,Nautilus,Irelia,Caitlyn,Xin Zhao,Ryze,Lux,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Akali,Hecarim,Ryze,Tryndamere,Jinx,Zeri,Lee Sin,Twisted Fate,LeBlanc,Kai'Sa,2022-03-20,DRX,12.5,Xayah,Viego,Vex,Nautilus,Jayce,Aphelios,Volibear,Ahri,Leona,Sion,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Spring,Domestic
Gragas,Hecarim,Irelia,Aphelios,Jinx,Twisted Fate,Caitlyn,Zeri,Xayah,Kai'Sa,2022-03-18,Liiv SANDBOX,12.5,Vayne,Lee Sin,LeBlanc,Nautilus,Jayce,Samira,Viego,Ahri,Renata Glasc,Tryndamere,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Spring,Domestic
Gragas,Zeri,Hecarim,Renata Glasc,Aphelios,Twisted Fate,Caitlyn,Karma,Jinx,Kai'Sa,2022-03-18,Liiv SANDBOX,12.5,Xayah,Lee Sin,LeBlanc,Nautilus,Jayce,Jhin,Volibear,Ahri,Yuumi,Tryndamere,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Irelia,Akali,Nautilus,Xayah,Rakan,Twisted Fate,Caitlyn,Zeri,Vex,Ryze,2022-03-18,Liiv SANDBOX,12.5,Jinx,Hecarim,Kai'Sa,Seraphine,Tryndamere,Aphelios,Lee Sin,Ahri,Renata Glasc,Gragas,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2022 Spring,Domestic
Zoe,Zeri,Ryze,Akali,Kennen,Twisted Fate,Caitlyn,Jayce,Karma,Aphelios,2022-03-13,Fredit BRION,12.4,Samira,Hecarim,Ahri,Zac,Tryndamere,Jinx,Xin Zhao,Vex,Nautilus,Graves,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Zoe,Ryze,Jinx,Vex,Sylas,Twisted Fate,Caitlyn,Jayce,Alistar,Tahm Kench,2022-03-13,Fredit BRION,12.4,Zeri,Hecarim,Ahri,Renata Glasc,Kennen,Samira,Xin Zhao,Galio,Nautilus,Gangplank,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Spring,Domestic
Volibear,Zeri,Ryze,Malphite,Rakan,Caitlyn,Hecarim,Twisted Fate,Ahri,Renata Glasc,2022-03-11,Kwangdong Freecs,12.4,Jinx,Lee Sin,Kai'Sa,Nautilus,Jayce,Aphelios,Xin Zhao,LeBlanc,Leona,Ornn,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Volibear,Zeri,Nautilus,Akshan,Lee Sin,Caitlyn,Twisted Fate,Hecarim,LeBlanc,Viego,2022-03-11,Kwangdong Freecs,12.4,Jinx,Jarvan IV,Galio,Renata Glasc,Jayce,Aphelios,Xin Zhao,Ryze,Leona,Malphite,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2022 Spring,Domestic
Volibear,Zeri,Nautilus,Rakan,Akshan,Caitlyn,Hecarim,Twisted Fate,LeBlanc,Renata Glasc,2022-03-11,Kwangdong Freecs,12.4,Jinx,Lee Sin,Ahri,Tahm Kench,Jayce,Aphelios,Xin Zhao,Ryze,Leona,Gragas,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Ryze,Zeri,Akali,Jayce,Tryndamere,Karma,Hecarim,Twisted Fate,Tahm Kench,Kennen,2022-03-06,KT Rolster,12.4,Jinx,Lee Sin,LeBlanc,Thresh,Gwen,Kai'Sa,Rek'Sai,Ahri,Nautilus,Gnar,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Akali,Ryze,Leona,Tryndamere,Renekton,Zeri,Hecarim,Twisted Fate,Tahm Kench,Jayce,2022-03-06,KT Rolster,12.4,Jinx,Lee Sin,LeBlanc,Alistar,Kennen,Kai'Sa,Rek'Sai,Ahri,Nautilus,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Spring,Domestic
Hecarim,Zeri,Twisted Fate,Ziggs,Syndra,Caitlyn,Ahri,Jinx,Xin Zhao,Thresh,2022-03-03,Gen.G,12.4,Aphelios,Diana,Ryze,Zilean,Jayce,Viktor,Lee Sin,Yone,Tahm Kench,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Hecarim,Ryze,Twisted Fate,Tryndamere,Yone,Caitlyn,Zeri,Ahri,Vex,Thresh,2022-03-03,Gen.G,12.4,Jinx,Xin Zhao,LeBlanc,Nautilus,Jayce,Ziggs,Lee Sin,Corki,Leona,Renekton,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Ryze,Zeri,Lee Sin,Gwen,Leona,Twisted Fate,Caitlyn,Karma,Jayce,Gnar,2022-02-26,Hanwha Life Esports,12.3,Aphelios,Hecarim,Ahri,Nautilus,Irelia,Jinx,Xin Zhao,Akali,Tahm Kench,Graves,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Akali,Zeri,Yuumi,Jayce,Leona,Twisted Fate,Caitlyn,Karma,Tahm Kench,Nautilus,2022-02-26,Hanwha Life Esports,12.3,Jinx,Lee Sin,LeBlanc,Thresh,Gnar,Aphelios,Viego,Ryze,Blitzcrank,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Twisted Fate,Zeri,Ryze,LeBlanc,Jayce,Ahri,Caitlyn,Aphelios,Azir,Gragas,2022-02-23,DWG KIA,12.3,Jinx,Xin Zhao,Viktor,Tahm Kench,Kennen,Ezreal,Lee Sin,Akali,Karma,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Jarvan IV,Karma,Ryze,Hecarim,Jayce,Zeri,Twisted Fate,Lee Sin,LeBlanc,Gragas,2022-02-23,DWG KIA,12.3,Caitlyn,Xin Zhao,Azir,Lux,Gnar,Jinx,Viego,Ahri,Leona,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Spring,Domestic
Azir,Jayce,Sylas,Akali,Vex,Zeri,Caitlyn,Twisted Fate,Thresh,Gwen,2022-02-20,Nongshim RedForce,12.3,Aphelios,Lee Sin,LeBlanc,Yuumi,Gnar,Jinx,Xin Zhao,Zoe,Leona,Irelia,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Spring,Domestic
Twisted Fate,Zeri,Yuumi,Aphelios,Jhin,Karma,Caitlyn,Ryze,Thresh,Corki,2022-02-20,Nongshim RedForce,12.3,Jinx,Poppy,Ahri,Leona,Jayce,Tristana,Lee Sin,Azir,Nautilus,Gragas,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2022 Spring,Domestic
Twisted Fate,Graves,Zeri,Tahm Kench,Jarvan IV,Karma,Caitlyn,Lee Sin,Corki,Viktor,2022-02-20,Nongshim RedForce,12.3,Aphelios,Xin Zhao,Ahri,Thresh,Gragas,Jinx,Hecarim,Ryze,Leona,Jayce,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Twisted Fate,Akali,Zeri,LeBlanc,Tryndamere,Karma,Caitlyn,Ryze,Jayce,Graves,2022-02-18,KT Rolster,12.3,Aphelios,Xin Zhao,Ahri,Thresh,Jax,Jinx,Lee Sin,Orianna,Leona,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Twisted Fate,Jarvan IV,Akali,Tryndamere,Poppy,Karma,Xin Zhao,Zeri,Tahm Kench,Jayce,2022-02-18,KT Rolster,12.3,Caitlyn,Lee Sin,LeBlanc,Morgana,Graves,Jinx,Rek'Sai,Ryze,Leona,Gragas,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Akali,Aphelios,Corki,Tryndamere,Yone,Twisted Fate,Caitlyn,Karma,Jayce,Ryze,2022-02-12,Gen.G,12.2,Zeri,Xin Zhao,Azir,Lulu,Gnar,Lucian,Jarvan IV,Viktor,Yuumi,Yasuo,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Spring,Domestic
Akali,Xin Zhao,Aphelios,Yone,LeBlanc,Twisted Fate,Caitlyn,Karma,Poppy,Jayce,2022-02-12,Gen.G,12.2,Ezreal,Viego,Corki,Yuumi,Gragas,Zeri,Lee Sin,Syndra,Leona,Tryndamere,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Spring,Domestic
Zeri,Corki,Yuumi,Syndra,Akali,Tryndamere,Twisted Fate,Jinx,LeBlanc,Azir,2022-02-09,Hanwha Life Esports,12.2,Jhin,Xin Zhao,Viktor,Tahm Kench,Jayce,Caitlyn,Jarvan IV,Orianna,Karma,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Renekton,Zeri,Xin Zhao,Viktor,Akali,Twisted Fate,Corki,Caitlyn,LeBlanc,Azir,2022-02-09,Hanwha Life Esports,12.2,Jinx,Lee Sin,Zoe,Tahm Kench,Jayce,Aphelios,Jarvan IV,Syndra,Karma,Tryndamere,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Spring,Domestic
Renekton,Xin Zhao,Akali,Janna,Graves,Twisted Fate,Corki,Caitlyn,LeBlanc,Azir,2022-02-09,Hanwha Life Esports,12.2,Aphelios,Lee Sin,Ryze,Karma,Gwen,Zeri,Jarvan IV,Viktor,Yuumi,Jax,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Blue,LCK 2022 Spring,Domestic
Twisted Fate,Corki,Jarvan IV,Diana,Nidalee,Jinx,Thresh,Lee Sin,Ryze,Vex,2022-01-30,DWG KIA,12.2,Caitlyn,Xin Zhao,LeBlanc,Karma,Jayce,Jhin,Gwen,Renekton,Yuumi,Irelia,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Diana,Renekton,Karma,Viktor,Akali,Twisted Fate,Caitlyn,Corki,LeBlanc,Azir,2022-01-30,DWG KIA,12.2,Aphelios,Lee Sin,Vex,Thresh,Gwen,Jinx,Xin Zhao,Orianna,Leona,Jayce,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Spring,Domestic
Twisted Fate,Corki,Diana,Syndra,Akali,Jinx,Thresh,Renekton,Tryndamere,Gwen,2022-01-30,DWG KIA,12.2,Jhin,Xin Zhao,Ryze,Karma,Jayce,Caitlyn,Jarvan IV,Viktor,Lux,Graves,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2022 Spring,Domestic
Yuumi,Renekton,Twisted Fate,Zoe,Viktor,Karma,Caitlyn,Corki,Tryndamere,Jax,2022-01-27,Nongshim RedForce,12.2,Jinx,Xin Zhao,Azir,Thresh,Jayce,Aphelios,Poppy,Syndra,Blitzcrank,Graves,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Spring,Domestic
Corki,Renekton,Karma,Jayce,Xin Zhao,Tryndamere,Aphelios,Caitlyn,Graves,Thresh,2022-01-27,Nongshim RedForce,12.2,Jinx,Jarvan IV,Viktor,Lulu,Gwen,Jhin,Lee Sin,Twisted Fate,Yuumi,Akali,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2022 Spring,Domestic
Graves,Yuumi,Renekton,Gwen,Gnar,Twisted Fate,Karma,Caitlyn,Poppy,Xin Zhao,2022-01-27,Nongshim RedForce,12.2,Aphelios,Viego,Corki,Tahm Kench,Gragas,Jinx,Diana,Viktor,Thresh,Jayce,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Spring,Domestic
Renekton,Xin Zhao,Akali,Lee Sin,Graves,Karma,Twisted Fate,Caitlyn,Jarvan IV,Poppy,2022-01-23,Liiv SANDBOX,12.1,Jinx,Viego,Corki,Thresh,Gragas,Aphelios,Trundle,Sylas,Nautilus,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Renekton,Xin Zhao,Akali,Viego,Poppy,Karma,Twisted Fate,Aphelios,Jarvan IV,Jayce,2022-01-23,Liiv SANDBOX,12.1,Caitlyn,Lee Sin,Corki,Lux,Gnar,Jhin,Hecarim,Viktor,Yuumi,Gragas,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Graves,Caitlyn,Renekton,Rakan,Leona,Karma,Yuumi,Twisted Fate,Thresh,Jhin,2022-01-20,DRX,12.1,Aphelios,Viego,Corki,Gragas,Fiora,Ziggs,Jarvan IV,Vex,Rell,Camille,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Spring,Domestic
Renekton,Twisted Fate,Caitlyn,Gragas,Thresh,Yuumi,Karma,Jarvan IV,Ziggs,Leona,2022-01-20,DRX,12.1,Samira,Diana,Tryndamere,Rakan,Camille,Aphelios,Xin Zhao,Corki,Rell,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Lee Sin,Renekton,Camille,LeBlanc,None,Yuumi,Caitlyn,Twisted Fate,Viktor,Ryze,2022-01-14,Fredit BRION,12.1,Aphelios,Jarvan IV,Vex,Lulu,Gwen,Varus,Xin Zhao,Corki,Karma,Gragas,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Lee Sin,LeBlanc,Twisted Fate,Leona,Yuumi,Karma,Caitlyn,Renekton,Graves,Lulu,2022-01-14,Fredit BRION,12.1,Aphelios,Xin Zhao,Viktor,Nautilus,Gnar,Jhin,Viego,Ryze,Sett,Gragas,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Spring,Domestic
Renekton,Lee Sin,Karma,Gragas,LeBlanc,Yuumi,Caitlyn,Twisted Fate,Viego,Jarvan IV,2022-01-14,Fredit BRION,12.1,Jhin,Nidalee,Ryze,Rakan,Jayce,Varus,Xin Zhao,Galio,Leona,Camille,Gumayusi,Oner,Faker,Keria,Zeus,Loss,Red,LCK 2022 Spring,Domestic
Renekton,Ryze,Lux,LeBlanc,Jayce,Irelia,Twisted Fate,Ezreal,Zoe,Akshan,2022-01-12,Kwangdong Freecs,12.1,Caitlyn,Nidalee,Viktor,Karma,Jax,Jhin,Lee Sin,Syndra,Yuumi,Graves,Gumayusi,Oner,Faker,Keria,Zeus,Win,Red,LCK 2022 Spring,Domestic
Lee Sin,Ryze,Viktor,LeBlanc,Graves,Renekton,Twisted Fate,Vex,Jayce,None,2022-01-12,Kwangdong Freecs,12.1,Ezreal,Jarvan IV,Zoe,Karma,Gragas,Caitlyn,Xin Zhao,Syndra,Lux,Gwen,Gumayusi,Oner,Faker,Keria,Zeus,Win,Blue,LCK 2022 Spring,Domestic
LeBlanc,Jarvan IV,Ryze,Qiyana,Kassadin,Lee Sin,Yuumi,Twisted Fate,Lulu,Thresh,2021-10-30,DWG KIA,11.19,Aphelios,Xin Zhao,Azir,Zilean,Kennen,Ziggs,Talon,Zoe,Rakan,Graves,Gumayusi,Oner,Faker,Keria,Canna,Loss,Blue,Worlds 2021 Main Event,International
Yuumi,Lee Sin,Twisted Fate,Kennen,Irelia,Aphelios,Nami,Graves,Jinx,Ziggs,2021-10-30,DWG KIA,11.19,Lucian,Jarvan IV,Ryze,Lulu,Jayce,Jhin,Qiyana,LeBlanc,Rakan,Gragas,Gumayusi,Oner,Faker,Keria,Canna,Loss,Red,Worlds 2021 Main Event,International
Yuumi,Lee Sin,Twisted Fate,Leona,Jayce,Aphelios,Nami,Graves,Gwen,Rakan,2021-10-30,DWG KIA,11.19,Jhin,Xin Zhao,Ryze,Zilean,Kennen,Miss Fortune,Jarvan IV,Syndra,Maokai,Lucian,Gumayusi,Oner,Faker,Keria,Canna,Win,Red,Worlds 2021 Main Event,International
Ryze,Twisted Fate,Jarvan IV,Miss Fortune,Ziggs,Yuumi,Aphelios,Lucian,Gwen,Kennen,2021-10-30,DWG KIA,11.19,Jhin,Lee Sin,Lissandra,Rakan,Yasuo,Draven,Xin Zhao,LeBlanc,Alistar,Graves,Gumayusi,Oner,Faker,Keria,Canna,Win,Blue,Worlds 2021 Main Event,International
